id,naslov,avtor,ocene,povprecje,stevilo_glasujocih,tocke
2967752,The Elegance of the Hedgehog,Muriel Barbery,"122,687",3.74,123,"9,746"
6654313,Linger,Maggie Stiefvater,"135,906",3.91,131,"9,733"
50798,Jude the Obscure,Thomas Hardy,"51,764",3.81,144,"9,672"
6440,Ivanhoe,Walter Scott,"73,665",3.75,148,"9,661"
32423,Watchers,Dean Koontz,"119,247",4.16,124,"9,648"
667,Anthem,Ayn Rand,"110,650",3.62,126,"9,646"
2052,The Big Sleep,Raymond Chandler,"94,381",4.03,133,"9,590"
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"559,552",3.94,128,"9,550"
33917,The Namesake,Jhumpa Lahiri,"197,648",3.96,138,"9,534"
40024,The Alienist,Caleb Carr,"105,745",4.05,137,"9,509"
14995,Odd Thomas,Dean Koontz,"218,959",3.95,132,"9,481"
11507,My Name Is Asher Lev,Chaim Potok,"31,611",4.19,130,"9,465"
3869,A Brief History of Time,Stephen Hawking,"194,255",4.13,140,"9,457"
10357575,1Q84,Haruki Murakami,"147,637",3.89,112,"9,454"
110494,Living Dead in Dallas,Charlaine Harris,"212,808",3.97,133,"9,453"
9532,Ender's Shadow,Orson Scott Card,"129,762",4.30,119,"9,435"
77295,Gift from the Sea,Anne Morrow Lindbergh,"35,162",4.17,135,"9,409"
41684,The Jungle Books,Rudyard Kipling,"73,733",4.01,153,"9,381"
6280118,One Day,David Nicholls,"252,681",3.77,115,"9,364"
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,"149,538",4.15,133,"9,338"
11125,Digital Fortress,Dan Brown,"466,873",3.61,121,"9,290"
4982,The Sirens of Titan,Kurt Vonnegut,"88,147",4.16,116,"9,277"
55030,Cosmos,Carl Sagan,"86,972",4.35,122,"9,265"
821611,The Story of My Life,Helen Keller,"113,074",4.07,158,"9,256"
17212231,Inferno,Dan Brown,"365,922",3.81,116,"9,251"
88077,The Magic Mountain,Thomas Mann,"26,591",4.14,116,"9,239"
45107,Assassin's Apprentice,Robin Hobb,"173,039",4.14,112,"9,238"
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"81,455",4.15,112,"9,235"
3805,The Corrections,Jonathan Franzen,"135,504",3.78,129,"9,230"
11334,Song of Solomon,Toni Morrison,"66,460",4.02,136,"9,201"
85990,Princess Academy,Shannon Hale,"89,505",4.02,127,"9,199"
35519,The Power of Myth,Joseph Campbell,"35,252",4.30,130,"9,150"
11337,The Bluest Eye,Toni Morrison,"125,611",3.99,126,"9,142"
264,The Portrait of a Lady,Henry James,"61,146",3.76,137,"9,130"
12751687,Finale,Becca Fitzpatrick,"116,423",4.22,114,"9,111"
13206760,Scarlet,Marissa Meyer,"226,735",4.30,113,"9,091"
3102,Howards End,E.M. Forster,"61,299",3.95,142,"9,084"
18512,The Return of the King,J.R.R. Tolkien,"529,050",4.51,128,"9,065"
816,Cryptonomicon,Neal Stephenson,"84,175",4.25,108,"9,058"
18460392,All the Bright Places,Jennifer Niven,"167,744",4.19,99,"9,045"
357664,Because of Winn-Dixie,Kate DiCamillo,"165,130",4.01,134,"9,021"
7770,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,"128,579",4.12,150,"9,011"
49750,An Abundance of Katherines,John Green,"364,980",3.62,112,"8,993"
6050298,Dreamfever,Karen Marie Moning,"78,776",4.43,113,"8,942"
18006496,Queen of Shadows,Sarah J. Maas,"130,344",4.60,102,"8,941"
152380,Mary Poppins,P.L. Travers,"90,817",4.05,160,"8,936"
452306,The Sisterhood of the Traveling Pants,Ann Brashares,"550,609",3.76,133,"8,935"
10140661,Gabriel's Inferno,Sylvain Reynard,"130,236",4.01,103,"8,934"
164154,A Canticle for Leibowitz,Walter M. Miller Jr.,"74,946",3.98,121,"8,934"
57891,Battle Royale,Koushun Takami,"42,759",4.24,105,"8,904"
53496,Walk Two Moons,Sharon Creech,"135,416",3.95,116,"8,900"
15745950,Walking Disaster,Jamie McGuire,"148,255",4.23,108,"8,890"
6320534,Under the Dome,Stephen King,"210,189",3.90,126,"8,866"
24765,Specials,Scott Westerfeld,"151,961",3.77,124,"8,843"
48328,Revolutionary Road,Richard Yates,"66,760",3.90,116,"8,841"
6295,Howl and Other Poems,Allen Ginsberg,"78,993",4.14,130,"8,828"
306654,Cold Sassy Tree,Olive Ann Burns,"87,472",3.99,128,"8,812"
8709523,The Golden Lily,Richelle Mead,"93,692",4.36,117,"8,809"
17214,Starship Troopers,Robert A. Heinlein,"152,643",4.00,116,"8,801"
19057,I Am the Messenger,Markus Zusak,"108,748",4.09,103,"8,799"
5391115,The Awakening,Kelley Armstrong,"99,804",4.16,115,"8,796"
13596809,Reflected in You,Sylvia Day,"274,417",4.33,107,"8,784"
9673436,The Invention of Hugo Cabret,Brian Selznick,"139,707",4.23,115,"8,777"
270730,Crank,Ellen Hopkins,"109,527",4.16,109,"8,743"
29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,"48,733",4.14,112,"8,697"
6468666,The Reckoning,Kelley Armstrong,"98,743",4.21,113,"8,669"
8835379,Ruby Red,Kerstin Gier,"86,372",4.12,101,"8,649"
6137154,Fire,Kristin Cashore,"138,373",4.12,115,"8,636"
248596,Something Wicked This Way Comes,Ray Bradbury,"75,494",3.95,130,"8,625"
17961,Collected Fictions,Jorge Luis Borges,"17,159",4.58,112,"8,613"
46164,Tender Is the Night,F. Scott Fitzgerald,"90,979",3.83,123,"8,611"
16151178,The Sea of Tranquility,Katja Millay,"68,561",4.34,99,"8,590"
7864437,The Death Cure,James Dashner,"269,151",3.77,108,"8,578"
1582996,City of Ashes,Cassandra Clare,"606,151",4.21,119,"8,537"
5246,Ethan Frome,Edith Wharton,"87,857",3.36,125,"8,510"
1241,A Million Little Pieces,James Frey,"193,103",3.62,113,"8,503"
2168860,One Foot in the Grave,Jeaniene Frost,"83,347",4.31,105,"8,498"
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,"89,327",4.17,106,"8,491"
11768,The Hotel New Hampshire,John Irving,"51,526",3.89,120,"8,458"
78983,Kane and Abel,Jeffrey Archer,"81,986",4.27,99,"8,456"
30281,Guilty Pleasures,Laurell K. Hamilton,"118,224",4.02,114,"8,454"
3099787,"Night World, No. 1",L.J. Smith,"57,851",4.04,108,"8,446"
13928,Daughter of the Forest,Juliet Marillier,"44,905",4.28,100,"8,440"
42697,Exodus,Leon Uris,"81,071",4.33,135,"8,405"
50033,Dandelion Wine,Ray Bradbury,"42,031",4.08,114,"8,397"
334176,The Sparrow,Mary Doria Russell,"45,899",4.17,102,"8,386"
6917952,Burned,P.C. Cast,"131,268",3.98,120,"8,378"
13104080,Unravel Me,Tahereh Mafi,"123,687",4.28,100,"8,367"
248704,It's Kind of a Funny Story,Ned Vizzini,"174,014",4.14,97,"8,359"
8695,The Restaurant at the End of the Universe,Douglas Adams,"180,271",4.22,124,"8,348"
127455,The Lies of Locke Lamora,Scott Lynch,"148,119",4.30,96,"8,344"
33507,Twenty Thousand Leagues Under the Sea,Jules Verne,"154,987",3.87,130,"8,337"
23437156,Six of Crows,Leigh Bardugo,"125,784",4.46,94,"8,336"
95819,The Poetry of Robert Frost,Robert Frost,"35,401",4.23,139,"8,323"
8621462,A Monster Calls,Patrick Ness,"145,833",4.37,92,"8,317"
703292,The Witch of Blackbird Pond,Elizabeth George Speare,"116,340",3.98,125,"8,292"
1617,Night,Elie Wiesel,"747,711",4.30,109,"8,275"
3063499,The Lucky One,Nicholas Sparks,"290,085",4.10,111,"8,252"
298275,Nausea,Jean-Paul Sartre,"63,865",3.92,107,"8,240"
13362536,Opal,Jennifer L. Armentrout,"102,339",4.33,103,"8,229"
140079,Definitely Dead,Charlaine Harris,"175,212",4.02,120,"8,229"
34484,Small Gods,Terry Pratchett,"84,485",4.28,106,"8,220"
13206828,Cress,Marissa Meyer,"193,410",4.46,99,"8,203"
186190,Forrest Gump,Winston Groom,"51,502",4.06,135,"8,186"
321552,The Agony and the Ecstasy,Irving Stone,"66,106",4.08,117,"8,183"
3407877,The Forgotten Garden,Kate Morton,"161,489",4.12,104,"8,167"
131359,Death on the Nile,Agatha Christie,"78,450",4.07,132,"8,119"
4865,How to Win Friends and Influence People,Dale Carnegie,"338,205",4.15,118,"8,107"
373755,"Absalom, Absalom!",William Faulkner,"33,281",3.96,109,"8,090"
426504,Ficciones,Jorge Luis Borges,"36,478",4.46,99,"8,087"
9593911,Pandemonium,Lauren Oliver,"195,882",4.06,98,"8,075"
3466,The Wedding,Nicholas Sparks,"126,348",3.98,105,"8,027"
2153405,Still Alice,Lisa Genova,"252,202",4.30,103,"8,014"
229123,Christy,Catherine Marshall,"42,271",4.21,119,"8,002"
83674,The Bridges of Madison County,Robert James Waller,"63,877",3.54,128,"7,994"
5326,A Christmas Carol,Charles Dickens,"473,810",4.03,116,"7,993"
368916,"84, Charing Cross Road",Helene Hanff,"31,018",4.19,119,"7,991"
7046495,Lover Mine,J.R. Ward,"92,238",4.41,105,"7,987"
13872,Geek Love,Katherine Dunn,"45,959",3.98,100,"7,941"
2731276,The Story of Edgar Sawtelle,David Wroblewski,"80,696",3.60,107,"7,932"
2595138,The Gargoyle,Andrew Davidson,"38,409",3.97,98,"7,923"
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"354,776",4.06,117,"7,921"
1848,Wild Swans: Three Daughters of China,Jung Chang,"70,633",4.23,108,"7,896"
395871,The Awakening / The Struggle,L.J. Smith,"73,309",3.67,106,"7,892"
13517535,Thoughtless,S.C. Stephens,"125,852",4.12,89,"7,885"
19691,The Hunt for Red October,Tom Clancy,"286,609",4.03,117,"7,843"
17332218,Words of Radiance,Brandon Sanderson,"120,124",4.77,83,"7,837"
34497,The Color of Magic,Terry Pratchett,"238,479",3.98,111,"7,801"
7822895,The Millennium Trilogy,Stieg Larsson,"39,997",4.47,104,"7,763"
135836,Trainspotting,Irvine Welsh,"114,924",4.08,104,"7,763"
2702704,Faefever,Karen Marie Moning,"78,983",4.34,100,"7,738"
16056408,Easy,Tammara Webber,"195,261",4.11,95,"7,737"
10916,The Pact,Jodi Picoult,"239,762",4.00,103,"7,731"
307791,The City of Ember,Jeanne DuPrau,"210,998",3.85,108,"7,721"
84136,Fantasy Lover,Sherrilyn Kenyon,"76,748",4.17,101,"7,706"
170210,Dead as a Doornail,Charlaine Harris,"181,460",4.01,112,"7,696"
140075,All Together Dead,Charlaine Harris,"175,763",4.05,110,"7,673"
14935,Sense and Sensibility,Jane Austen,"793,542",4.06,115,"7,660"
6690798,The Passage,Justin Cronin,"150,949",4.04,94,"7,658"
40496,How Green Was My Valley,Richard Llewellyn,"12,204",4.16,111,"7,656"
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,"78,903",3.76,117,"7,654"
16729,Beach Music,Pat Conroy,"36,963",4.14,108,"7,622"
2233407,From Dead to Worse,Charlaine Harris,"163,815",4.01,110,"7,613"
4631,A Moveable Feast,Ernest Hemingway,"93,814",4.04,107,"7,594"
15241,The Two Towers,J.R.R. Tolkien,"551,639",4.42,113,"7,579"
7728,Antigone,Sophocles,"81,117",3.60,126,"7,576"
310459,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,"98,600",3.79,107,"7,560"
5056084,Wings,Aprilynne Pike,"67,434",3.75,96,"7,552"
11918,Bitten,Kelley Armstrong,"80,028",4.05,96,"7,552"
12813565,Invisible Monsters Remix,Chuck Palahniuk,"102,431",4.00,91,"7,520"
29059,Choke,Chuck Palahniuk,"166,455",3.69,99,"7,516"
976,Deception Point,Dan Brown,"499,029",3.68,95,"7,507"
13047090,Onyx,Jennifer L. Armentrout,"123,317",4.33,94,"7,506"
5168,Where the Heart Is,Billie Letts,"213,801",4.00,119,"7,499"
2666,The Bonfire of the Vanities,Tom Wolfe,"57,543",3.82,118,"7,474"
41424,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,"62,406",4.05,95,"7,465"
348225,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,"55,770",4.34,89,"7,453"
9566,Still Life with Woodpecker,Tom Robbins,"62,776",4.04,102,"7,428"
18839,Orlando,Virginia Woolf,"41,389",3.86,106,"7,428"
9791,A Walk in the Woods,Bill Bryson,"277,085",4.05,103,"7,384"
20820994,I'll Give You the Sun,Jandy Nelson,"172,910",4.14,79,"7,375"
732562,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,"41,541",3.93,119,"7,374"
38180,On the Beach,Nevil Shute,"28,785",3.93,112,"7,365"
9284655,Tiger's Curse,Colleen Houck,"50,782",4.07,85,"7,351"
7996,Redwall,Brian Jacques,"85,377",4.11,106,"7,351"
5161066,Dead and Gone,Charlaine Harris,"159,054",4.01,110,"7,339"
9369720,Passion,Lauren Kate,"128,869",3.89,99,"7,337"
386372,Mort,Terry Pratchett,"149,318",4.22,100,"7,316"
42038,Shakespeare's Sonnets,William Shakespeare,"67,007",4.24,119,"7,284"
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe,"57,265",3.64,92,"7,272"
5091,The Dark Tower,Stephen King,"111,377",4.27,101,"7,271"
99944,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"46,499",4.11,107,"7,270"
44652,Fablehaven,Brandon Mull,"108,274",4.08,94,"7,267"
7076703,Survivor,Chuck Palahniuk,"90,552",3.93,92,"7,263"
10569,On Writing: A Memoir of the Craft,Stephen King,"161,411",4.31,100,"7,248"
21671,Mystic River,Dennis Lehane,"97,471",4.18,108,"7,241"
7488244,Unearthly,Cynthia Hand,"107,763",4.05,88,"7,229"
334123,The Amulet of Samarkand,Jonathan Stroud,"97,903",4.00,87,"7,211"
872333,Blue Bloods,Melissa de la Cruz,"123,020",3.68,102,"7,208"
567795,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,"202,912",4.23,97,"7,176"
469571,All the Pretty Horses,Cormac McCarthy,"76,392",3.97,105,"7,156"
5664985,Along for the Ride,Sarah Dessen,"163,100",4.07,90,"7,154"
15925,The Guardian,Nicholas Sparks,"145,844",4.14,99,"7,117"
17728,The House of Mirth,Edith Wharton,"69,588",3.95,97,"7,078"
479415,The Horse Whisperer,Nicholas Evans,"44,265",3.78,111,"7,042"
22205,This Lullaby,Sarah Dessen,"158,469",4.03,90,"7,033"
7805,Pale Fire,Vladimir Nabokov,"32,054",4.20,94,"7,032"
13262783,Every Day,David Levithan,"143,022",3.99,82,"7,027"
544891,Beastly,Alex Flinn,"160,096",3.84,98,"7,025"
773951,The Story of Ferdinand,Munro Leaf,"75,595",4.36,104,"6,997"
21686,Shutter Island,Dennis Lehane,"128,751",4.08,95,"6,966"
280111,Holy Bible: New International Version,Anonymous,"49,992",4.61,87,"6,961"
30264,Dead Witch Walking,Kim Harrison,"99,113",4.04,88,"6,945"
15839976,Red Rising,Pierce Brown,"143,278",4.26,78,"6,933"
54479,Around the World in Eighty Days,Jules Verne,"146,467",3.91,115,"6,920"
3463,A Bend in the Road,Nicholas Sparks,"125,671",4.02,93,"6,909"
3570231,At Grave's End,Jeaniene Frost,"71,690",4.31,88,"6,897"
60400,The Ruins of Gorlan,John Flanagan,"95,848",4.21,82,"6,878"
8709526,The Indigo Spell,Richelle Mead,"80,563",4.40,92,"6,872"
1430,Eleven Minutes,Paulo Coelho,"120,988",3.69,81,"6,840"
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"188,720",3.89,91,"6,831"
31196,The Razor's Edge,W. Somerset Maugham,"29,730",4.18,100,"6,791"
6192,Disgrace,J.M. Coetzee,"65,502",3.84,93,"6,773"
10222,The Far Pavilions,M.M. Kaye,"35,480",4.20,95,"6,751"
17333223,The Goldfinch,Donna Tartt,"494,465",3.88,83,"6,742"
171547,Songs of Innocence and of Experience,William Blake,"31,160",4.11,105,"6,718"
76171,We,Yevgeny Zamyatin,"50,547",3.95,86,"6,694"
7494,Suzanne's Diary for Nicholas,James Patterson,"126,025",4.16,92,"6,694"
7402393,Nightshade,Andrea Cremer,"73,916",4.03,90,"6,688"
22328546,Red Queen,Victoria Aveyard,"331,975",4.08,73,"6,664"
6969,Emma,Jane Austen,"516,427",3.99,92,"6,645"
54539,Silas Marner,George Eliot,"57,501",3.61,108,"6,638"
29999,The Maltese Falcon,Dashiell Hammett,"70,045",3.92,110,"6,629"
1295102,Lock and Key,Sarah Dessen,"130,354",4.01,87,"6,607"
111332,Into the Wild,Erin Hunter,"56,945",4.29,82,"6,595"
7812659,Safe Haven,Nicholas Sparks,"285,275",4.19,87,"6,588"
527756,The Man Without Qualities,Robert Musil,"4,438",4.25,69,"6,559"
6567017,"Will Grayson, Will Grayson",John Green,"269,437",3.83,78,"6,545"
47021,The Taming of the Shrew,William Shakespeare,"137,686",3.81,116,"6,540"
414999,Childhood's End,Arthur C. Clarke,"101,168",4.10,88,"6,534"
2767793,The Hero of Ages,Brandon Sanderson,"173,024",4.46,76,"6,532"
12395,Journey to the End of the Night,Louis-Ferdinand Céline,"24,076",4.24,75,"6,519"
11762,White Noise,Don DeLillo,"72,828",3.86,90,"6,502"
17889664,To Live and Die in Fantasyland,Ben Peller,86,4.34,65,"6,499"
10979,Light in August,William Faulkner,"45,717",3.94,93,"6,492"
9014,The Long Walk,Richard Bachman,"83,280",4.11,83,"6,485"
13496084,Point of Retreat,Colleen Hoover,"127,323",4.30,74,"6,475"
2722413,Evernight,Claudia Gray,"68,412",3.64,87,"6,466"
8685612,The Iron Queen,Julie Kagawa,"86,745",4.24,82,"6,462"
24192,The Runaway Jury,John Grisham,"232,043",3.96,102,"6,453"
15760001,On Dublin Street,Samantha Young,"149,239",4.24,80,"6,449"
5287473,Hex Hall,Rachel Hawkins,"117,208",3.96,85,"6,446"
529626,Sometimes a Great Notion,Ken Kesey,"17,029",4.25,82,"6,433"
5096,Wizard and Glass,Stephen King,"128,494",4.25,85,"6,424"
